,Unnamed: 0,facility_name,hospital_type,facility_id,address,city,state,violations,inspection_dates,distinct_investigations,Rural Status,to_geocode,lat_lng,lat,lng
255,256,PROVIDENCE PORTLAND MEDICAL CENTER,Short Term,380061,4805 NE GLISAN STREET,PORTLAND,OR,"APPROPRIATE TRANSFER, POSTING OF SIGNS, EMERGENCY ROOM LOG","2018-07-18, 2018-07-18, 2018-07-18",1,No,"4805 NE GLISAN STREET, PORTLAND, OR","[45.5273729, -122.6133287]",45.5273729,-122.6133287
256,257,WILLAMETTE VALLEY MEDICAL CENTER,Short Term,380071,2700 SE STRATUS AVE.,MCMINNVILLE,OR,"COMPLIANCE WITH 489.24, APPROPRIATE TRANSFER","2019-03-14, 2019-03-14",1,Yes,"2700 SE STRATUS AVE., MCMINNVILLE, OR","[45.198904, -123.1648533]",45.198904,-123.1648533
257,258,PROVIDENCE MILWAUKIE HOSPITAL,Short Term,380082,10150 SE 32ND AVENUE,MILWAUKIE,OR,APPROPRIATE TRANSFER,2016-07-21,1,No,"10150 SE 32ND AVENUE, MILWAUKIE, OR","[45.4492796, -122.6274783]",45.4492796,-122.6274783
258,259,KAISER SUNNYSIDE MEDICAL CENTER,Short Term,380091,10180 SE SUNNYSIDE ROAD,CLACKAMAS,OR,"MEDICAL SCREENING EXAM, APPROPRIATE TRANSFER","2015-09-23, 2015-09-23",1,No,"10180 SE SUNNYSIDE ROAD, CLACKAMAS, OR","[45.4314111, -122.5602391]",45.4314111,-122.5602391
259,260,UPMC BEDFORD MEMORIAL,Short Term,390117,10455 LINCOLN HIGHWAY,EVERETT,PA,"MEDICAL SCREENING EXAM, EMERGENCY ROOM LOG, MEDICAL SCREENING EXAM, APPROPRIATE TRANSFER","2011-08-09, 2011-06-30, 2011-06-30, 2011-06-30",2,Yes,"10455 LINCOLN HIGHWAY, EVERETT, PA","[40.0254391, -78.432828]",40.0254391,-78.432828
260,261,SPARTANBURG MEDICAL CENTER,Short Term,420007,101 E WOOD ST,SPARTANBURG,SC,"COMPLIANCE WITH 489.24, MEDICAL SCREENING EXAM","2020-02-14, 2020-02-14",1,No,"101 E WOOD ST, SPARTANBURG, SC","[34.9652066, -81.93864839999999]",34.9652066,-81.93864839999999
261,262,TRMC OF ORANGEBURG & CALHOUN,Short Term,420068,3000 ST MATTHEWS RD BOX 1806,ORANGEBURG,SC,MEDICAL SCREENING EXAM,2019-04-18,1,Yes,"3000 ST MATTHEWS RD BOX 1806, ORANGEBURG, SC","[33.5385221, -80.82962599999999]",33.5385221,-80.82962599999999
262,263,PRISMA HEALTH BAPTIST PARKRIDGE,Short Term,420106,400 PALMETTO HEALTH PARKWAY,COLUMBIA,SC,"COMPLIANCE WITH 489.24, EMERGENCY ROOM LOG, MEDICAL SCREENING EXAM, POSTING OF SIGNS","2020-09-24, 2020-09-24, 2020-09-24, 2020-09-24",1,No,"400 PALMETTO HEALTH PARKWAY, COLUMBIA, SC","[34.0873276, -81.1600112]",34.0873276,-81.1600112
263,264,BLOUNT MEMORIAL HOSPITAL,Short Term,440011,907 E LAMAR ALEXANDER PARKWAY,MARYVILLE,TN,"COMPLIANCE WITH 489.24, MEDICAL SCREENING EXAM","2021-06-07, 2021-06-07",1,No,"907 E LAMAR ALEXANDER PARKWAY, MARYVILLE, TN","[35.754602, -83.934842]",35.754602,-83.934842
264,265,ROANE MEDICAL CENTER,Short Term,440031,8045 ROANE MEDICAL CENTER DRIVE,HARRIMAN,TN,"MEDICAL SCREENING EXAM, STABILIZING TREATMENT","2015-04-02, 2015-04-02",1,No,"8045 ROANE MEDICAL CENTER DRIVE, HARRIMAN, TN","[35.8885777, -84.556124]",35.8885777,-84.556124
265,266,METHODIST MEDICAL CENTER OF OAK RIDGE,Short Term,440034,990 OAK RIDGE TURNPIKE BOX 529,OAK RIDGE,TN,"MEDICAL SCREENING EXAM, MEDICAL SCREENING EXAM","2019-01-14, 2018-12-13",2,No,"990 OAK RIDGE TURNPIKE BOX 529, OAK RIDGE, TN","[36.0246916, -84.2448373]",36.0246916,-84.2448373
266,267,TENNOVA HEALTHCARE-CLARKSVILLE,Short Term,440035,651 DUNLOP LANE,CLARKSVILLE,TN,"COMPLIANCE WITH 489.24, DELAY IN EXAMINATION OR TREATMENT","2017-03-15, 2017-03-15",1,No,"651 DUNLOP LANE, CLARKSVILLE, TN","[36.5820894, -87.2698832]",36.5820894,-87.2698832
267,268,PERRY COMMUNITY HOSPITAL,Short Term,440040,2718 SQUIRREL HOLLOW DRIVE,LINDEN,TN,MEDICAL SCREENING EXAM,2018-03-29,1,,"2718 SQUIRREL HOLLOW DRIVE, LINDEN, TN","[35.59214619999999, -87.8637988]",35.59214619999999,-87.8637988
268,269,METHODIST HOSPITALS OF MEMPHIS,Short Term,440049,1265 UNION AVE SUITE 700,MEMPHIS,TN,"APPROPRIATE TRANSFER, EMERGENCY ROOM LOG, MEDICAL SCREENING EXAM","2014-07-24, 2017-12-07, 2017-12-07",2,No,"1265 UNION AVE SUITE 700, MEMPHIS, TN","[35.1358666, -90.0192884]",35.1358666,-90.0192884
269,270,SAINT THOMAS RUTHERFORD HOSPITAL,Short Term,440053,1700 MEDICAL CENTER PARKWAY,MURFREESBORO,TN,"MEDICAL SCREENING EXAM, APPROPRIATE TRANSFER","2019-11-20, 2019-11-20",1,No,"1700 MEDICAL CENTER PARKWAY, MURFREESBORO, TN","[35.8610192, -86.42521579999999]",35.8610192,-86.42521579999999
270,271,TENNOVA HEALTHCARE JEFFERSON MEMORIAL HOSPITAL,Short Term,440056,110 HOSPITAL DRIVE,JEFFERSON CITY,TN,MEDICAL SCREENING EXAM,2015-07-16,1,No,"110 HOSPITAL DRIVE, JEFFERSON CITY, TN","[36.1067477, -83.51889]",36.1067477,-83.51889
271,272,TRISTAR NORTHCREST MEDICAL CENTER,Short Term,440065,100 NORTHCREST DRIVE,SPRINGFIELD,TN,MEDICAL SCREENING EXAM,2018-07-11,1,Yes,"100 NORTHCREST DRIVE, SPRINGFIELD, TN","[36.4783242, -86.8871121]",36.4783242,-86.8871121
272,273,STARR REGIONAL MEDICAL CENTER ATHENS,Short Term,440068,1114 W MADISON AVE,ATHENS,TN,"MEDICAL SCREENING EXAM, COMPLIANCE WITH 489.24, MEDICAL SCREENING EXAM","2017-10-16, 2018-08-09, 2018-08-09",2,Yes,"1114 W MADISON AVE, ATHENS, TN","[35.4410268, -84.6066584]",35.4410268,-84.6066584
273,274,SWEETWATER HOSPITAL ASSOCIATION,Short Term,440084,304 WRIGHT ST,SWEETWATER,TN,"MEDICAL SCREENING EXAM, APPROPRIATE TRANSFER","2016-10-27, 2016-10-27",1,Yes,"304 WRIGHT ST, SWEETWATER, TN","[35.6009343, -84.4642724]",35.6009343,-84.4642724
274,275,TENNOVA HEALTHCARE NORTH KNOXVILLE MEDICAL CENTER,Short Term,440120,7565 DANNAHER WAY POWELL,POWELL,TN,"MEDICAL SCREENING EXAM, ON CALL PHYSICIANS, MEDICAL SCREENING EXAM, STABILIZING TREATMENT, APPROPRIATE TRANSFER","2017-07-21, 2017-11-02, 2017-11-02, 2017-11-02, 2017-11-02",2,No,"7565 DANNAHER WAY POWELL, POWELL, TN","[36.0536472, -83.9977088]",36.0536472,-83.9977088
275,276,FORT SANDERS REGIONAL MEDICAL CENTER,Short Term,440125,1901 W CLINCH AVE,KNOXVILLE,TN,"RECEIVING AN INAPPROPRIATE TRANSFER, MEDICAL SCREENING EXAM, EMERGENCY ROOM LOG","2018-12-19, 2018-12-19, 2014-04-11",2,No,"1901 W CLINCH AVE, KNOXVILLE, TN","[35.9569775, -83.9371931]",35.9569775,-83.9371931
276,277,BAPTIST MEMORIAL HOSPITAL UNION CITY,Short Term,440130,"1201 BISHOP ST, PO BOX 310",UNION CITY,TN,APPROPRIATE TRANSFER,2020-12-15,1,Yes,"1201 BISHOP ST, PO BOX 310, UNION CITY, TN","[36.4242303, -89.0570096]",36.4242303,-89.0570096
277,278,SAINT THOMAS MIDTOWN HOSPITAL,Short Term,440133,2000 CHURCH ST,NASHVILLE,TN,MEDICAL SCREENING EXAM,2017-07-20,1,,"2000 CHURCH ST, NASHVILLE, TN","[36.1538735, -86.8024575]",36.1538735,-86.8024575
278,279,SAINT THOMAS RIVER PARK HOSPITAL,Short Term,440151,1559 SPARTA STREET,MC MINNVILLE,TN,APPROPRIATE TRANSFER,2011-04-18,1,Yes,"1559 SPARTA STREET, MC MINNVILLE, TN","[35.700143, -85.74277900000001]",35.700143,-85.74277900000001
279,280,PARKRIDGE MEDICAL CENTER,Short Term,440156,2333 MCCALLIE AVE,CHATTANOOGA,TN,"MEDICAL SCREENING EXAM, MEDICAL SCREENING EXAM, DELAY IN EXAMINATION OR TREATMENT","2017-08-02, 2017-09-07, 2017-09-07",2,No,"2333 MCCALLIE AVE, CHATTANOOGA, TN","[35.034114, -85.2672042]",35.034114,-85.2672042
280,281,TRISTAR CENTENNIAL MEDICAL CENTER,Short Term,440161,2300 PATTERSON STREET,NASHVILLE,TN,"STABILIZING TREATMENT, APPROPRIATE TRANSFER","2018-01-08, 2018-01-08",1,No,"2300 PATTERSON STREET, NASHVILLE, TN","[36.1536713, -86.8102822]",36.1536713,-86.8102822
281,282,PARKWEST MEDICAL CENTER,Short Term,440173,9352 PARK WEST BLVD,KNOXVILLE,TN,MEDICAL SCREENING EXAM,2018-12-13,1,No,"9352 PARK WEST BLVD, KNOXVILLE, TN","[35.9177008, -84.0997187]",35.9177008,-84.0997187
282,283,TENNOVA HEALTHCARE-CLEVELAND,Short Term,440185,2305 CHAMBLISS AVE NW,CLEVELAND,TN,MEDICAL SCREENING EXAM,2011-09-06,1,No,"2305 CHAMBLISS AVE NW, CLEVELAND, TN","[35.1773473, -84.86933429999999]",35.1773473,-84.86933429999999
283,284,SAINT FRANCIS BARTLETT MEDICAL CENTER,Short Term,440228,2986 KATE BOND RD,BARTLETT,TN,"STABILIZING TREATMENT, DELAY IN EXAMINATION OR TREATMENT","2013-03-20, 2013-03-20",1,No,"2986 KATE BOND RD, BARTLETT, TN","[35.2069494, -89.8005604]",35.2069494,-89.8005604
284,285,BIG SOUTH FORK MEDICAL CENTER,Short Term,440235,18797 ALBERTA STREET,ONEIDA,TN,APPROPRIATE TRANSFER,2021-09-21,1,,"18797 ALBERTA STREET, ONEIDA, TN","[36.5046806, -84.5163613]",36.5046806,-84.5163613
285,286,METHODIST DALLAS MEDICAL CENTER,Short Term,450051,1441 NORTH BECKLEY AVENUE,DALLAS,TX,"MEDICAL SCREENING EXAM, DELAY IN EXAMINATION OR TREATMENT","2011-08-04, 2011-08-04",1,No,"1441 NORTH BECKLEY AVENUE, DALLAS, TX","[32.7609952, -96.82541959999999]",32.7609952,-96.82541959999999
286,287,HCA HOUSTON HEALTHCARE SOUTHEAST,Short Term,450097,4000 SPENCER HWY,PASADENA,TX,"MEDICAL SCREENING EXAM, STABILIZING TREATMENT, APPROPRIATE TRANSFER","2011-03-18, 2011-03-18, 2011-03-18",1,No,"4000 SPENCER HWY, PASADENA, TX","[29.6612447, -95.18378299999999]",29.6612447,-95.18378299999999
287,288,TEXAS HEALTH HARRIS METHODIST FORT WORTH,Short Term,450135,1301 PENNSYLVANIA AVENUE,FORT WORTH,TX,"EMERGENCY ROOM LOG, MEDICAL SCREENING EXAM","2017-01-31, 2017-01-31",1,No,"1301 PENNSYLVANIA AVENUE, FORT WORTH, TX","[32.7380165, -97.33992529999999]",32.7380165,-97.33992529999999
288,289,ADVENTHEALTH CENTRAL TEXAS,Short Term,450152,2201 S CLEAR CREEK ROAD,KILLEEN,TX,MEDICAL SCREENING EXAM,2017-07-27,1,No,"2201 S CLEAR CREEK ROAD, KILLEEN, TX","[31.1136397, -97.8014947]",31.1136397,-97.8014947
289,290,HEREFORD REGIONAL MEDICAL CENTER,Short Term,450155,801 EAST THIRD,HEREFORD,TX,"EMERGENCY ROOM LOG, MEDICAL SCREENING EXAM","2018-09-17, 2018-09-17",1,Yes,"801 EAST THIRD, HEREFORD, TX","[34.8210536, -102.3919897]",34.8210536,-102.3919897
290,291,UT HEALTH EAST TEXAS CARTHAGE HOSPITAL,Short Term,450210,409 COTTAGE RD,CARTHAGE,TX,"EMERGENCY ROOM LOG, MEDICAL SCREENING EXAM","2012-08-03, 2012-08-03",1,Yes,"409 COTTAGE RD, CARTHAGE, TX","[32.16599780000001, -94.3485652]",32.16599780000001,-94.3485652
291,292,BAYLOR SCOTT & WHITE MEDICAL CENTER- WAXAHACHIE,Short Term,450372,2400 N INTERSTATE HIGHWAY 35E,WAXAHACHIE,TX,MEDICAL SCREENING EXAM,2020-01-30,1,No,"2400 N INTERSTATE HIGHWAY 35E, WAXAHACHIE, TX","[32.3716585, -96.8611892]",32.3716585,-96.8611892
292,293,LAKE GRANBURY MEDICAL CENTER,Short Term,450596,1310 PALUXY RD,GRANBURY,TX,MEDICAL SCREENING EXAM,2016-01-13,1,Yes,"1310 PALUXY RD, GRANBURY, TX","[32.4323277, -97.8041446]",32.4323277,-97.8041446
293,294,MEDICAL CITY DALLAS,Short Term,450647,7777 FOREST LANE,DALLAS,TX,MEDICAL SCREENING EXAM,2021-05-27,1,No,"7777 FOREST LANE, DALLAS, TX","[32.9113797, -96.7723199]",32.9113797,-96.7723199
294,295,MEDICAL CITY ARLINGTON,Short Term,450675,3301 MATLOCK ROAD,ARLINGTON,TX,MEDICAL SCREENING EXAM,2011-09-14,1,No,"3301 MATLOCK ROAD, ARLINGTON, TX","[32.6924623, -97.1129675]",32.6924623,-97.1129675
295,296,RENAISSANCE HOSPITAL TERRELL,Short Term,450683,1551 HWY 34 S,TERRELL,TX,MEDICAL SCREENING EXAM,2012-12-03,1,,"1551 HWY 34 S, TERRELL, TX","[32.7106125, -96.27876309999999]",32.7106125,-96.27876309999999
296,297,BAYLOR SCOTT AND WHITE MEDICAL CENTER LAKE POINTE,Short Term,450742,6800 SCENIC DR,ROWLETT,TX,MEDICAL SCREENING EXAM,2011-10-10,1,No,"6800 SCENIC DR, ROWLETT, TX","[32.9179173, -96.50876889999999]",32.9179173,-96.50876889999999
297,298,HOUSTON METHODIST WILLOWBROOK HOSPITAL,Short Term,450844,18220 STATE HIGHWAY 249,HOUSTON,TX,"STABILIZING TREATMENT, APPROPRIATE TRANSFER","2015-12-18, 2015-12-18",1,No,"18220 STATE HIGHWAY 249, HOUSTON, TX","[29.9667366, -95.55103609999999]",29.9667366,-95.55103609999999
298,299,EAST TEXAS MEDICAL CENTER - GILMER,Short Term,450884,712 NORTH WOOD,GILMER,TX,MEDICAL SCREENING EXAM,2013-09-05,1,,"712 NORTH WOOD, GILMER, TX","[32.7342868, -94.94372539999999]",32.7342868,-94.94372539999999
299,300,RUTLAND REGIONAL MEDICAL CENTER,Short Term,470005,160 ALLEN ST,RUTLAND,VT,MEDICAL SCREENING EXAM,2011-06-23,1,Yes,"160 ALLEN ST, RUTLAND, VT","[43.5983353, -72.9550994]",43.5983353,-72.9550994
300,301,"MARY WASHINGTON HOSPITAL, INC",Short Term,490022,1001 SAM PERRY BOULEVARD,FREDERICKSBURG,VA,MEDICAL SCREENING EXAM,2017-06-21,1,No,"1001 SAM PERRY BOULEVARD, FREDERICKSBURG, VA","[38.3109298, -77.4833021]",38.3109298,-77.4833021
301,302,SWEDISH ISSAQUAH,Short Term,500152,751 NE BLAKELY DR,ISSAQUAH,WA,APPROPRIATE TRANSFER,2017-03-31,1,No,"751 NE BLAKELY DR, ISSAQUAH, WA","[47.5358556, -122.0214933]",47.5358556,-122.0214933
302,303,RALEIGH GENERAL HOSPITAL,Short Term,510070,1710 HARPER ROAD,BECKLEY,WV,"STABILIZING TREATMENT, APPROPRIATE TRANSFER","2017-10-18, 2017-10-18",1,No,"1710 HARPER ROAD, BECKLEY, WV","[37.787635, -81.20178969999999]",37.787635,-81.20178969999999
303,304,WELCH COMMUNITY HOSPITAL,Short Term,510086,454 MCDOWELL STREET,WELCH,WV,MEDICAL SCREENING EXAM,2015-04-30,1,Yes,"454 MCDOWELL STREET, WELCH, WV","[37.4390106, -81.5882597]",37.4390106,-81.5882597
304,305,SACRED HEART HOSPITAL,Short Term,520013,900 W CLAIREMONT AVE,EAU CLAIRE,WI,RECIPIENT HOSPITAL RESPONSIBILITIES,2017-02-28,1,No,"900 W CLAIREMONT AVE, EAU CLAIRE, WI","[44.794519, -91.5107268]",44.794519,-91.5107268
305,306,ASCENSION NE WISCONSIN MERCY CAMPUS,Short Term,520048,500 S OAKWOOD RD,OSHKOSH,WI,"EMERGENCY ROOM LOG, MEDICAL SCREENING EXAM, POSTING OF SIGNS","2016-05-19, 2016-05-19, 2016-05-19",1,,"500 S OAKWOOD RD, OSHKOSH, WI","[44.01345389999999, -88.60030479999999]",44.01345389999999,-88.60030479999999
306,307,ASCENSION COLUMBIA ST MARY'S HOSPITAL MILWAUKEE,Short Term,520051,2323 N LAKE DR,MILWAUKEE,WI,STABILIZING TREATMENT,2019-12-19,1,No,"2323 N LAKE DR, MILWAUKEE, WI","[43.0617525, -87.87982889999999]",43.0617525,-87.87982889999999
307,308,MAYO CLINIC HEALTH SYSTEM IN EAU CLAIRE,Short Term,520070,1221 WHIPPLE ST,EAU CLAIRE,WI,"MEDICAL SCREENING EXAM, APPROPRIATE TRANSFER, RECEIVING AN INAPPROPRIATE TRANSFER","2017-02-27, 2017-02-27, 2019-02-05",2,No,"1221 WHIPPLE ST, EAU CLAIRE, WI","[44.8121337, -91.5120474]",44.8121337,-91.5120474
308,309,AURORA MEDICAL CTR KENOSHA,Short Term,520189,10400 75TH ST,KENOSHA,WI,"EMERGENCY ROOM LOG, MEDICAL SCREENING EXAM","2012-02-08, 2012-02-08",1,No,"10400 75TH ST, KENOSHA, WI","[42.5699478, -87.9354718]",42.5699478,-87.9354718
309,310,UNIVERSITY GENERAL HOSPITAL,Short Term,670019,7501 FANNIN,HOUSTON,TX,MEDICAL SCREENING EXAM,2014-04-08,1,,"7501 FANNIN, HOUSTON, TX","[29.6925858, -95.4007451]",29.6925858,-95.4007451
310,311,METHODIST HOSPITAL FOR SURGERY,Short Term,670073,17101 DALLAS PARKWAY,ADDISON,TX,"STABILIZING TREATMENT, APPROPRIATE TRANSFER","2017-08-15, 2017-08-15",1,No,"17101 DALLAS PARKWAY, ADDISON, TX","[32.9847663, -96.8294054]",32.9847663,-96.8294054
311,312,SETON MEDICAL CENTER HARKER HEIGHTS,Short Term,670080,850 W CENTRAL TEXAS EXPRESSWAY,HARKER HEIGHTS,TX,MEDICAL SCREENING EXAM,2020-10-28,1,No,"850 W CENTRAL TEXAS EXPRESSWAY, HARKER HEIGHTS, TX","[31.07290219999999, -97.6831302]",31.07290219999999,-97.6831302
312,313,BAYLOR EMERGENCY MEDICAL CENTER,Short Term,670097,1975 ALPHA STE 100,ROCKWALL,TX,APPROPRIATE TRANSFER,2016-08-16,1,,"1975 ALPHA STE 100, ROCKWALL, TX","[32.9142005, -96.4446147]",32.9142005,-96.4446147
313,314,PROVIDENCE VALDEZ MEDICAL CENTER,Critical Access Hospitals,21301,PO BOX 550,VALDEZ,AK,MEDICAL SCREENING EXAM,2015-08-21,1,,"PO BOX 550, VALDEZ, AK","[61.1308812, -146.3498607]",61.1308812,-146.3498607
314,315,YUMA DISTRICT HOSPITAL,Critical Access Hospitals,61315,1000 W 8TH AVE,YUMA,CO,MEDICAL SCREENING EXAM,2017-11-30,1,,"1000 W 8TH AVE, YUMA, CO","[40.1203602, -102.7370349]",40.1203602,-102.7370349
315,316,MILLINOCKET REGIONAL HOSPITAL,Critical Access Hospitals,201307,200 SOMERSET STREET,MILLINOCKET,ME,"COMPLIANCE WITH 489.24, MEDICAL SCREENING EXAM, STABILIZING TREATMENT, APPROPRIATE TRANSFER","2015-03-17, 2015-03-17, 2015-03-17, 2015-03-17",1,Yes,"200 SOMERSET STREET, MILLINOCKET, ME","[45.6530265, -68.7162635]",45.6530265,-68.7162635
316,317,WALDO COUNTY GENERAL HOSPITAL,Critical Access Hospitals,201312,118 NORTHPORT AVE,BELFAST,ME,STABILIZING TREATMENT,2013-03-21,1,Yes,"118 NORTHPORT AVE, BELFAST, ME","[44.4125577, -68.9940376]",44.4125577,-68.9940376
317,318,TRINITY HEALTH SHELBY HOSPITAL,Critical Access Hospitals,231320,72 SOUTH STATE STREET,SHELBY,MI,MEDICAL SCREENING EXAM,2011-03-21,1,Yes,"72 SOUTH STATE STREET, SHELBY, MI","[43.6067553, -86.3643852]",43.6067553,-86.3643852
318,319,MAYO CLINIC HEALTH SYSTEM-WASECA,Critical Access Hospitals,241345,501 NORTH STATE STREET,WASECA,MN,"MEDICAL SCREENING EXAM, APPROPRIATE TRANSFER","2014-08-19, 2014-08-19",1,Yes,"501 NORTH STATE STREET, WASECA, MN","[44.0816646, -93.50840029999999]",44.0816646,-93.50840029999999
319,320,SANFORD MEDICAL CENTER THIEF RIVER FALLS,Critical Access Hospitals,241381,3001 SANFORD PARKWAY,THIEF RIVER FALLS,MN,POSTING OF SIGNS,2019-12-11,1,Yes,"3001 SANFORD PARKWAY, THIEF RIVER FALLS, MN","[48.0907837, -96.1952201]",48.0907837,-96.1952201
320,321,DEER LODGE MEDICAL CENTER,Critical Access Hospitals,271314,1100 HOLLENBACK LN,DEER LODGE,MT,MEDICAL SCREENING EXAM,2017-01-04,1,Yes,"1100 HOLLENBACK LN, DEER LODGE, MT","[46.4131694, -112.7269179]",46.4131694,-112.7269179
321,322,SIDNEY HEALTH CENTER,Critical Access Hospitals,271344,216 14TH AVE SW,SIDNEY,MT,"EMERGENCY ROOM LOG, MEDICAL SCREENING EXAM, STABILIZING TREATMENT, APPROPRIATE TRANSFER","2011-07-07, 2011-07-07, 2011-07-07, 2011-07-07",1,Yes,"216 14TH AVE SW, SIDNEY, MT","[47.7153518, -104.1730174]",47.7153518,-104.1730174
322,323,VALLEY REGIONAL HOSPITAL,Critical Access Hospitals,301308,243 ELM STREET,CLAREMONT,NH,MEDICAL SCREENING EXAM,2015-02-13,1,Yes,"243 ELM STREET, CLAREMONT, NH","[43.38512619999999, -72.3424036]",43.38512619999999,-72.3424036
323,324,NEWPORT COMMUNITY HOSPITAL,Critical Access Hospitals,501310,714 WEST PINE STREET,NEWPORT,WA,MEDICAL SCREENING EXAM,2021-05-04,1,Yes,"714 WEST PINE STREET, NEWPORT, WA","[48.1818219, -117.0565499]",48.1818219,-117.0565499
324,325,WESTERN WISCONSIN HEALTH,Critical Access Hospitals,521347,1100 BERGSLIEN ST,BALDWIN,WI,APPROPRIATE TRANSFER,2021-05-25,1,Yes,"1100 BERGSLIEN ST, BALDWIN, WI","[44.9413403, -92.37873959999999]",44.9413403,-92.37873959999999
325,326,GREENE COUNTY HOSPITAL,Short Term,10051,509 WILSON AVENUE,EUTAW,AL,"ON CALL PHYSICIANS, MEDICAL SCREENING EXAM, STABILIZING TREATMENT","2021-04-01, 2021-04-01, 2021-04-01",1,,"509 WILSON AVENUE, EUTAW, AL","[32.84354, -87.8904883]",32.84354,-87.8904883
326,327,LAC/OLIVE VIEW-UCLA MEDICAL CENTER,Short Term,50040,14445 OLIVE VIEW DRIVE,SYLMAR,CA,"COMPLIANCE WITH 489.24, MEDICAL SCREENING EXAM","2011-07-08, 2011-07-08",1,,"14445 OLIVE VIEW DRIVE, SYLMAR, CA","[34.3251258, -118.4525582]",34.3251258,-118.4525582
327,328,PROVIDENCE ST. JOSEPH HOSPITAL,Short Term,50069,1100 WEST STEWART DR,ORANGE,CA,POSTING OF SIGNS,2011-11-10,1,,"1100 WEST STEWART DR, ORANGE, CA","[33.781686, -117.864484]",33.781686,-117.864484
328,329,MEMORIAL HOSPITAL OF GARDENA,Short Term,50468,1145 W REDONDO BEACH BLVD,GARDENA,CA,APPROPRIATE TRANSFER,2021-05-17,1,,"1145 W REDONDO BEACH BLVD, GARDENA, CA","[33.8929929, -118.2950049]",33.8929929,-118.2950049
329,330,ROCKVILLE GENERAL HOSPITAL,Short Term,70012,31 UNION ST,ROCKVILLE,CT,APPROPRIATE TRANSFER,2018-07-31,1,,"31 UNION ST, ROCKVILLE, CT","[41.8661355, -72.4504652]",41.8661355,-72.4504652
330,331,HOLMES REGIONAL MEDICAL CENTER,Short Term,100019,1350 S HICKORY ST,MELBOURNE,FL,"EMERGENCY ROOM LOG, MEDICAL SCREENING EXAM, STABILIZING TREATMENT","2011-10-21, 2011-10-21, 2011-10-21",1,No,"1350 S HICKORY ST, MELBOURNE, FL","[28.0693898, -80.6129401]",28.0693898,-80.6129401
331,332,STEWARD HIALEAH HOSPITAL,Short Term,100053,651 E 25TH ST,HIALEAH,FL,"COMPLIANCE WITH 489.24, MEDICAL SCREENING EXAM, STABILIZING TREATMENT","2015-10-02, 2015-10-02, 2015-10-02",1,No,"651 E 25TH ST, HIALEAH, FL","[25.8456827, -80.2684589]",25.8456827,-80.2684589
332,333,HCA FLORIDA SARASOTA DOCTORS HOSPITAL,Short Term,100166,5731 BEE RIDGE RD,SARASOTA,FL,"MEDICAL SCREENING EXAM, STABILIZING TREATMENT, APPROPRIATE TRANSFER","2011-08-19, 2011-08-19, 2011-08-19",1,No,"5731 BEE RIDGE RD, SARASOTA, FL","[27.302334, -82.4528777]",27.302334,-82.4528777
333,334,ST FRANCIS HOSPITAL- EMORY HEALTHCARE,Short Term,110129,2122 MANCHESTER EXPRESSWAY,COLUMBUS,GA,EMERGENCY ROOM LOG,2021-10-14,1,No,"2122 MANCHESTER EXPRESSWAY, COLUMBUS, GA","[32.5060575, -84.9601335]",32.5060575,-84.9601335
334,335,TOUCHETTE REGIONAL HOSPITAL INC,Short Term,140077,5900 BOND AVENUE,CENTREVILLE,IL,MEDICAL SCREENING EXAM,2015-11-16,1,No,"5900 BOND AVENUE, CENTREVILLE, IL","[38.5703075, -90.1086222]",38.5703075,-90.1086222
335,336,METROSOUTH MEDICAL CENTER,Short Term,140118,12935 S GREGORY,BLUE ISLAND,IL,"EMERGENCY ROOM LOG, MEDICAL SCREENING EXAM","2019-09-26, 2019-09-26",1,,"12935 S GREGORY, BLUE ISLAND, IL","[41.6572562, -87.68004859999999]",41.6572562,-87.68004859999999
336,337,FRANCISCAN HEALTH HAMMOND,Short Term,150004,5454 HOHMAN AVE,HAMMOND,IN,MEDICAL SCREENING EXAM,2014-01-09,1,,"5454 HOHMAN AVE, HAMMOND, IN","[41.61529050000001, -87.5236659]",41.61529050000001,-87.5236659
337,338,INDIANA UNIVERSITY HEALTH,Short Term,150056,1701 N SENATE BLVD,INDIANAPOLIS,IN,MEDICAL SCREENING EXAM,2016-04-07,1,No,"1701 N SENATE BLVD, INDIANAPOLIS, IN","[39.7897883, -86.1630216]",39.7897883,-86.1630216
338,339,SOUTHERN MAINE HEALTH CARE,Short Term,200019,1 MEDICAL CENTER DRIVE,BIDDEFORD,ME,MEDICAL SCREENING EXAM,2012-09-20,1,No,"1 MEDICAL CENTER DRIVE, BIDDEFORD, ME","[43.477416, -70.4906826]",43.477416,-70.4906826
339,340,DISTRICT ONE HOSPITAL,Short Term,240071,200 STATE AVENUE,FARIBAULT,MN,MEDICAL SCREENING EXAM,2015-01-15,1,Yes,"200 STATE AVENUE, FARIBAULT, MN","[44.2884458, -93.2574729]",44.2884458,-93.2574729
340,341,GOLDEN VALLEY MEMORIAL HOSPITAL,Short Term,260175,1600 N 2ND ST,CLINTON,MO,EMERGENCY ROOM LOG,2014-10-14,1,Yes,"1600 N 2ND ST, CLINTON, MO","[38.3896149, -93.7684297]",38.3896149,-93.7684297
